date,tmax,tmin,precip
1980-08-07 03:00:00+00:00,28.9295,17.079498,0.0
1980-08-08 03:00:00+00:00,30.829498,16.379501,0.0
1980-08-09 03:00:00+00:00,30.5295,16.879501,0.0
1980-08-10 03:00:00+00:00,29.1795,18.579498,0.0
1980-08-11 03:00:00+00:00,28.0295,16.5295,0.0
1980-08-12 03:00:00+00:00,26.379501,16.9295,4.2
1980-08-13 03:00:00+00:00,25.7295,16.9295,6.2999997
1980-08-14 03:00:00+00:00,27.579498,16.329498,0.1
1980-08-15 03:00:00+00:00,25.129501,18.0295,1.1
1980-08-16 03:00:00+00:00,28.1795,18.629501,0.0
1980-08-17 03:00:00+00:00,31.0295,17.079498,0.90000004
1980-08-18 03:00:00+00:00,31.629501,17.5295,0.6
1980-08-19 03:00:00+00:00,31.879501,18.129501,0.0
1980-08-20 03:00:00+00:00,32.629498,19.579498,0.0
1980-08-21 03:00:00+00:00,32.8295,19.5295,0.0
1980-08-22 03:00:00+00:00,33.2295,21.2795,0.1
1980-08-23 03:00:00+00:00,32.3295,18.9795,1.6
1980-08-24 03:00:00+00:00,28.4295,19.9295,3.0
1980-08-25 03:00:00+00:00,31.079498,18.579498,0.6
1980-08-26 03:00:00+00:00,28.2295,19.2795,19.599998
1980-08-27 03:00:00+00:00,18.2295,15.1295,0.0
1980-08-28 03:00:00+00:00,21.5295,15.8795,0.2
1980-08-29 03:00:00+00:00,24.6795,15.1295,0.9
1980-08-30 03:00:00+00:00,27.579498,16.4295,0.0
1980-08-31 03:00:00+00:00,29.7795,16.4795,0.0
1980-09-01 03:00:00+00:00,31.2295,15.6795,0.0
1980-09-02 03:00:00+00:00,32.4295,16.2795,0.0
1980-09-03 03:00:00+00:00,33.1795,16.129501,0.0
1980-09-04 03:00:00+00:00,28.7295,18.5295,1.8
1980-09-05 03:00:00+00:00,29.0295,16.2295,0.0
1980-09-06 03:00:00+00:00,30.6795,15.4295,0.0
1980-09-07 03:00:00+00:00,32.5295,19.4295,0.0
1980-09-08 03:00:00+00:00,33.129498,21.6795,0.0
1980-09-09 03:00:00+00:00,32.1795,21.079498,0.0
1980-09-10 03:00:00+00:00,27.7295,20.829498,0.5
1980-09-11 03:00:00+00:00,30.329498,18.7295,0.7
1980-09-12 03:00:00+00:00,28.9295,20.5295,0.2
